"Symbol" "GSM429241" "GSM429243" "GSM429245" "GSM429247" "GSM429249" "GSM429251" "GSM429253" "GSM429255" "GSM429257" "GSM429259" "GSM429261" "GSM429263" "GSM429265" "GSM429267" "GSM429269" "GSM429271" "GSM429273" "GSM429275" "GSM429277" "GSM429279" "GSM429242" "GSM429244" "GSM429246" "GSM429248" "GSM429250" "GSM429252" "GSM429254" "GSM429256" "GSM429258" "GSM429260" "GSM429262" "GSM429264" "GSM429266" "GSM429268" "GSM429270" "GSM429272" "GSM429274" "GSM429276" "GSM429278" "GSM429280"
"MAPK1" 0 0 0 0 0 0 0 0 0 2.34167899806472 0 0 0 0 0 2.19956947829957 0 0 0 0 0 0 0 0 2.11568863390803 0 0 0 0 0 2.93963475275608 0 0 0 0 0 0 0 0 0
"SH3BP5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.01875007005031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.27600280964004 0
"SIPA1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.09781004456448 0 0 0 2.14602546901344 0 0 0 2.00171449292464 0 0 2.10474510590268 0 2.47955026356955 0 2.20215844278499 0 0 0 0 0 0 0
"RFTN1" 0 0 2.00275673895748 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.02772912025308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NIPA2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.4537813307663 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.11405274100222 0 0 0
"USP15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.61897362828563 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TXNL1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1703547236959 0 0 0 0 2.73851661669113 2.8096578916497 0 0 2.40498281611385 0 4.3991000855014 0 0 0 0 0 0 3.20213735887419 0 0
"FAM8A1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.18803170846874 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RBMXP2" 0 0 0 0 0 0 0 0 0 0 2.29338138693553 2.18791891771636 0 0 0 0 0 0 0 0 2.38483386346247 0 0 0 0 0 0 0 2.33563370013324 0 0 0 0 0 0 0 0 2.12810872817701 0 2.9957692918005
"RBMX" 0 0 0 0 0 0 0 0 0 0 2.29338138693553 2.18791891771636 0 0 0 0 0 0 0 0 2.38483386346247 0 0 0 0 0 0 0 2.33563370013324 0 0 0 0 0 0 0 0 2.12810872817701 0 2.9957692918005
"ATP1B3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1437974436965 2.10639816732292 0 2.79865377049014 0 0 3.20791502710162 2.36019676074493 0 0 0 2.15739024565049 0 0 0 0 0 0 2.04546621002652 0 0
"FKBP15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06436567552447 0 0 0 0 2.95741816337764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LAP3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.57537550321311 6.88338126721618 4.2393900069949 6.71640514032432 0 0 5.8372214556205 0 0 0 2.58781766712823 0 4.32886181403719 2.71945968952831 3.65930108548021 0 3.25398964782378 2.91998134314752 0 0 0
"RELA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.29875096754106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IRF3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.53209359421247 2.72919102790624 0 0 0 0 0 0 0 0 0 0 0 0 0
"NARS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.42900858072653 0 0 0 0 0 2.08568732154159 0 0 2.03817263154179 0 0 0 0 0 0 0 0 2.84527605323392 0 0
"CPNE3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.09644476117635 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RNF34" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.39120079790024 2.00555062971354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PHF21A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.54328231405962 2.33373550984758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TRIM33" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ARHGEF6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.0609214521719 0 2.66900595873587 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ARHGAP26" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ARHGDIA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.77545197325144 0 0 0 0 0 0 0 0 2.12957363607908 0 0 0 0 0 0 0 0 0 0 0 0 0
"RAB1B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.93772268283325 0 0 0 0 0 0 0 3.07163682976228 0 0 2.04517104559549 0 0 0 0 0 0 0 0 0 0 0
"NDUFS6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.39580216651333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LIMK2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8693295869807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TMED9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.21150940629709 0 2.62414528631001 0 0 0 0 0 2.79241798726516 0 0 0 0 0 0 4.53791776591581 0 0
"GDI1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.92932867236758 0 0 2.68043693314359 3.11110609430543 0 0 0 4.3430568705112 0 0 2.94088616132561 0 3.43623949327661 0 2.15331551297667 2.28194618674839 0 0 0 2.33072144717394 0 0
"BLCAP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.04569121779768 2.06140559536831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.22177153620946 0 0 0 0
"IL1B" 0 0 0 0 0 0 0 0 2.06551705351033 0 0 0 0 0 0 0 0 0 0 0 3.59077730730875 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NFIL3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DCTN2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.24781391969069 3.49073882478275 0 3.17817196338746 0 0 0 0 0 0 0 0 0 2.11801958069155 0
"LY86" 0 0 0 0 0 0 0 0 0 2.04824030066021 0 0 0 0 0 0 0 0 0 0 0 0 0 2.82542623126757 0 2.51246304814192 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IL18RAP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.17515881226735 0 0 0 0 0 0 0 2.73807247716185 0 0 0 0 0 0 0 0 0 2.48572604788369 0
"SEMA4A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.24393458336854 2.2885736288757
"USP22" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.04924817767455 0 2.89051408779426 3.66976609847989 4.00787987046978 3.58829783266488 0 0 2.4738226674654 0 0 0 2.04235367152931 4.47002976193838 0 3.06434498637763 0 0 2.64844329949663 0 0 0 0
"SLC25A44" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IVNS1ABP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.31376311599046 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ZNF217" 0 0 0 0 0 2.68872010639872 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01847048870358 0 0 0 0 0 0 0 0
"CCT7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.85274937336388 0 2.22690600901329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"C11orf21" 0 0 0 0 0 0 0 0 0 2.8468673511207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.80611436412162 0 0 0 0 0 0 0 0 0 0 0
"ANXA2P2" 0 2.46633422472563 2.06812751804911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.05892075939721 0 2.95983846095552 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TSPAN5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.81715017579431 0 0 0 0 0 2.48186496338798 2.11368816887165 2.31203753514951 0 2.13286862438304 0 0 0 0 0
"RIPOR1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.76920695400354 0 0 0 0 0 0 0 3.3940293433031 0 0 0 0 2.56173718557703 0 0 0 0 0 0 0 0 0
"IL10RB" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.54865154913525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HNRNPH2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.12164789042231 0 0 0 0 0 0 0 0 0 0
"GBP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.01207470390183 6.17210836041361 6.1398987973788 0 0 2.94048529105789 0 0 0 0 0 3.67435118682636 3.06924941889927 5.5831282070118 0 5.99386257230768 3.06514807129547 0 0 3.54455645183055
"GBP1P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.01207470390183 6.17210836041361 6.1398987973788 0 0 2.94048529105789 0 0 0 0 0 3.67435118682636 3.06924941889927 5.5831282070118 0 5.99386257230768 3.06514807129547 0 0 3.54455645183055
"IGLV2-8" 0 2.18701020708756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58790222901322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IGLV2-14" 0 2.18701020708756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58790222901322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MIR650" 0 2.18701020708756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58790222901322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSA" 0 0 0 0 0 0 0 2.26225129579764 0 0 0 0 0 0 0 0 0 0 0 0 0 2.12632021728969 0 0 0 0 0 0 0 0 2.70894868897441 3.19198732183725 2.20145477169103 0 0 0 0 0 0 0
"SRSF6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.9298565644448 3.16435737951302 2.14721234324369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GYG1" 0 0 0 0 0 0 0 0 0 2.68852112562015 0 0 0 0 0 0 0 0 0 0 3.3012227802083 0 2.7350067934778 0 0 2.00629406728803 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PITPNB" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.55205461893974 2.62364871822771 2.69450838037099 0 0 0 0 2.05511645207511 0 0 0 0 0 0 0 0 0 0 0 2.57287364515586 0
"H2AFV" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.27653041298781 0 0 2.14687383626116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32055382631528 0 0
"TACC3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.01056113638918 0 0 0 2.38107138357504 0 0 0 0 0 0 0 0 0 0
"SIRT7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.83271788035356 0 0 0 0 0 0 0 4.10391193322528 0 0 2.64919618803554 0 2.45302596287503 0 3.2760152132466 0 0 0 0 0 0 0
"TMBIM4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.21621864384844 0 0 0 0 0 0 0 0 3.57074431531881 0 0 0 0 0 0 0 0 0 0 0 2.65380292023117 0 0
"TRIM44" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.24092941570006 0 2.27298987576677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.40061964931686
"LRRC47" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.98139104638585 0 2.35564833931657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RPL9P7" 0 0 0 0 0 0 0 2.74840692509394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.49622318872296 0 0 0 0 0 2.67777884813226 0 0 0 0 0 0 2.02336405850918 0 0
"RPL9P9" 0 0 0 0 0 0 0 2.74840692509394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.49622318872296 0 0 0 0 0 2.67777884813226 0 0 0 0 0 0 2.02336405850918 0 0
"RPL9" 0 0 0 0 0 0 0 2.74840692509394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.49622318872296 0 0 0 0 0 2.67777884813226 0 0 0 0 0 0 2.02336405850918 0 0
"RRAGA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06865670307286 0 2.75985593448384 0 0 0 0 0 0 2.07690809655677 0 0 2.17246748047991 0 0 0 0 0 0 0 0 0 0
"RNASE6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PARP12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.57616602094977 5.00399398694403 3.88857140075953 4.16123144077487 0 0 4.74026875673892 0 0 0 0 0 2.69829733545897 0 2.43768242384884 0 3.52274675361542 0 0 0 0
"PPM1F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.02141261654112 0 0 0 0 0 0 2.0384051467858 0 0 0 2.10274107054673 0 2.10257758031742 0 0 0 0 0
"CNOT2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.14474199319108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.49144131962472
"AQP3" 0 0 0 0 0 0 0 0 0 2.36284378485891 0 0 0 0 0 0 0 0 0 2.56583212654331 2.0926841914556 0 3.11824072706368 0 0 0 0 0 0 0 0 0 0 0 0 2.00325491183915 0 0 0 0
"MGRN1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.67296199979904 0 0 0 0 2.81795182569677 0 0 0 0 0 0 0 0 0
"PAPSS1" 0 0 0 0 0 0 0 0 0 0 0 2.66179112382943 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.10043051578364 0 0 0 0 0 0 0 0
"TARDBP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.30934870429609 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GRINA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.09320198378081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"APOBR" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1349567998108 0 0 2.18265157155601 0 0 0 0 0 0 0 4.25051737902306 0 0 0 0 2.49915706282331 0 0 0 0 0 0 0 0 0
"CRYBG1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.1223671210807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HK3" 0 0 0 0 0 0 0 0 0 0 2.3701719250444 2.65141571831116 0 0 0 0 0 0 0 0 3.37892823057595 0 3.04293729430451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.36065608255361
"RNF19B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.04409796687449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.33649725188288 0
"SLC2A14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.41163049628285 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUCB1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08691037685865 2.80193214414136 0 2.19209906128553 0 0 2.58277410220894 0 0 0 0 0 0 0 0 0 0 0 0 0 2.12054129290963
"ARL8B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NCK2" 0 0 0 0 0 0 0 2.51329284724281 0 0 0 0 0 0 0 0 0 0 0 0 2.90542343609037 0 2.42443937308824 0 0 0 0 0 0 2.51012917075025 0 0 0 0 2.04597717086233 0 0 0 0 2.36605066325325
"CAMK2G" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.52879705221916 0 0 0 0 0 0 2.48749697294402 2.79760984940946 0 2.56183473148328 0 0 0 0 0 0 0
"PVRIG" 0 0 0 2.03123886617787 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32458390187402 3.16663865690647 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STAG3" 0 0 0 2.03123886617787 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32458390187402 3.16663865690647 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HNRNPUL1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.31269151559313 3.14268076787159 0 0 0 3.2765536971514 2.03286918399497 0 0 0 0 0 0 0 0 0 0 0 0 0
"PPP2R5A" 0 0 0 0 0 0 0 2.14022583182836 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.14711691819712 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIAA0930" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.6750036060266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TRIM21" 0 0 0 0 0 0 0 0 0 0 2.11506967066287 0 0 0 0 0 0 0 0 0 4.47021356655369 3.23095063180787 3.22217392601801 0 0 0 0 0 0 0 0 0 0 2.87855881032544 0 3.58379211166778 0 0 0 3.00075800170555
"WBP11" 0 0 0 2.12590301761673 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.74679285642053 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GZMB" 0 0 2.33739115921652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ITM2A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.36236118435523 0 0 0 0 0 0 0 0 0 2.70688676964554 0 0 0 0 0 0 0 0 2.41124925049946
"KCNJ2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1172459530869 0 0 0 0 0 0 0 0 0 0 0 2.16781653730066 0 2.41581176938925 0 0 0 0
"STRAP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.85035617694461 0 0 0 0 2.08751989722745 3.34827558989157 0 0 2.03489756981982 0 2.81044221866824 0 0 0 0 0 0 2.30432406506629 0 0
"HEXB" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.07826316532936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MAU2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.21010559900541 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IRS2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.11129155211143 0 0 0 0 0 0 0 0 0 2.42061574099061 0 0 0 0 0 0 0
"SERINC1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.07061990740134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PGF" 0 0 0 0 0 0 0 0 0 2.92023324925688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.76809471540732 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NFATC2IP" 0 0 0 0 0 0 0 0 0 2.13682629971516 0 0 0 0 0 0 0 0 0 0 2.1144053549384 2.53430860815963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.19606408257515
"MIR4721" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.00694110720948 0 2.71978537252713 0 0 2.17277240774185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TUFM" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.00694110720948 0 2.71978537252713 0 0 2.17277240774185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRSF11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.05693439031383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"REEP5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.34622824764156 0 0 2.13088390874981 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TLN1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58848269315588 0 0 0 0 0 0 0 3.66554004319359 0 0 2.15937633704088 0 2.75194635805634 0 2.05243048086708 0 0 0 0 0 0 0
"LY6E" 0 0 0 0 0 0 0 0 0 0 0 0 2.34245304704129 0 0 0 0 0 0 0 6.01833408235864 8.06259527139343 5.74695144946409 2.19114882963158 0 0 0 0 0 5.86724486359234 0 2.57356780471417 3.31098364640392 0 0 3.11431551962983 0 0 0 0
"YPEL5" 0 2.02237399771152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SDHA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.02152739099655 0 2.72392132083767 0 0 0 0 0 0 2.25829508702173 0 0 0 0 0 0 0 0 0
"SDHAP3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.02152739099655 0 2.72392132083767 0 0 0 0 0 0 2.25829508702173 0 0 0 0 0 0 0 0 0
"EIF4EBP2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01831921404297 0 0 0 0 0 0 2.88000702830861 0 0 4.23373279669846 3.84610644601732 0 0 0 0 4.78301663059273 0 0 0 0 0 2.98684817652279 0 0 0
"HIPK1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.31701559507549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CAPG" 0 0 0 0 0 2.32412388972811 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NPLOC4" 0 0 0 0 0 0 2.12275937487615 0 0 0 0 0 0 0 0 0 0 0 0 0 2.51827058904089 3.67908879589472 0 0 0 0 3.01528999684306 0 0 0 0 0 0 2.80103562435093 0 3.64082926886059 2.01211986503554 0 3.1324329363657 0
"CDC123" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.85572619350645 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RTFDC1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01505172455941 0 0 2.6354426423504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LAMTOR5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.02693768017089 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RBM26" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.45300863267625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"EZR" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.25912149682756 2.620757129171 0 0 0 0 0 0 0 0 0 0 0 0 0 2.235857792595 0 0 0 2.67116882977551
"DYRK1A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.51808593555913 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RALY" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.18792826729351 0 0 0 0 0 0 2.59320784560353 0 0 0 3.0440048476869 0 0 0 0 0 0 0 0 0 0 0
"NINJ2" 0 0 0 0 0 0 0 0 0 0 0 0 2.72386560186618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"S100A12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1180390957058 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06587278219819 0 0 0 0
"SCPEP1" 0 0 0 0 0 0 0 0 0 2.52389191711448 0 0 0 0 0 0 0 0 0 0 0 0 3.55293774121227 0 0 3.39826511624514 0 0 0 0 0 0 0 0 0 2.35876448690083 0 2.20843884324804 0 0
"TMEM50A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.557737681699 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"XPO1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.45617801540136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STK17A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08964489427879 0 0 0 0 0 0 2.0433520457195 0 0
"PLAUR" 0 0 0 0 0 0 0 0 0 0 2.06579219381362 0 0 0 0 0 0 0 0 0 2.01256454602552 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.05370969419917 0 0 0 0
"NBEAL2" 0 0 0 0 0 0 0 0 0 0 0 2.24092443917741 0 0 0 0 0 0 0 0 0 0 0 0 0 2.65837941414322 0 0 2.60937400893945 2.35269928628487 0 0 2.18930369176348 0 0 0 0 0 0 0
"BEX3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
